review,rating
"Barangnya tiba dengan baik.. belum test sinyal sih tapi semua tersegel rapi.
Packingnya juga aman. Berharap sinyal juga ok. Sayangnya memang ya gak ada kepala charger",5
"Produk ori, sesuai deskripsi, dan berfungsi dengan baik. Dapat bonus tempered glass dan anti crack. Harga lebih murah dari toko online dan offline lain. Pengemasan aman dan rapi karena bubblewrap nya tebal dan seller tidak mencantumkan nama produk yang dibeli jadi aman dari pencurian. Seller responsif dalam menjawab pertanyaan.

Pengiriman sangat cepat hanya 2 hari pakai ekspedisi JNE. Saran aja lebih baik bayar ongkir dan pilih kurir sendiri karena kurir rekomendasi (AnterAja) sering bermasalah dan lama sampainya dan ujung-ujungnya di oper juga ke JNE. Tapi tergantung daerah juga sih. Biar gak was-was aja apalagi barang elektronik.",5
"Barang sesuai yang di harapkan dan original berpungsi dengan baik, penhiriman juga cepat, mudah mudahan  gak ada kendala",5
"jujur aman banget, admin responsif dan ramah banget. aku request garansi gdn dan produksi terbaru, yaa dapet garansi Digimap tapi isokeeyy trus aku cek 3utools juga aman banget produksi 2024. terimakasih iSmile!",5
"barang masih di segel Alhamdulillah barang sampai dengan selamat, pengemasan sangat baik. baru di buka tapi belum di cek di 3tools mudah mudahan garansi resmi dari iBox mudah mudahan ngga green screen, terbaik deh. adminya juga ramah",5
"mantap. semua aman.saya minta kode PA tapi yang dikasih kode SA .. gpp lah yang penting masih kode resmi yang diakui pemerintah indonesia , yang penting bukan ex inter. . 

garansi tertera si foto yg saya upload. 1 Tahun.

segel aman. smua aman.",5
"bagus, ori , pengiriman cepat sampai dengan kondisi baik",5
"barang sesuai dengan deskripsi dan gambar, pengiriman sangat cepat dan aman bubble warpnya tebel banget. semoga awet dan sukses selalu tokonyaa",5
"makasih, alhamdulillah pesanan sudah diterima dg baik, masih tersegel, ada garansi resminya, pangiriman okey menggunakan bubble wrap berlapis²..semoga berkah, awet, dan bermanfaat..",5
"Review setelah 1 bulan pemakaiannya, yang pastinya ini adalah iPhone ori yang resmi dan pastinya sinyalnya aman. Untuk unit yang saya dapat dibeli pada tanggal 26 november dan saya aktifkan di tanggal 27. Dan ya garansinya aktif ketika pertama kali dinyalakan. Untuk kondisi jelas mulus dan pasti ada segel greenpeelnya, jadi jangan ragu ya gaes. Setelah 1 bulan battery health masih 100% (ini tergantung penggunaan dan jenis adaptor yang kalian pakai, usahakan pakai yang sudah MFI ya) 
Thanks buat miminnya yang sangat safety dalam packing barangnya, berikut ini adalah sampel foto & video selama saya pakai hp ini",5
"Barang original, garansi resmi, masih segel pas sampe, semuanya berfungsi dengan baik ✨ Adminnya ramah, responsif dan informatif kalo kita nanya2, fast response. Terbaikkk",5
"original ibox PA/A, adminnya ramah, sampai dengan selamat, bubble tebal, tanpa lecet sedikitpun, good joob semoga pemakaian aman🩷🩷🩷🩷",5
"barang masih tersegel, packing aman, barang tdk ada cacat",5
"Alhamdulillah akhirnya mendarat dengan aman sentosa,Fast respon, packing rapih Real pic recommended seller Barang original . Pertahankan.",5
"sesuai pesanan hanya saja dpt yg ID/A padahal pengennya yg SA/A tp bukan salah seller, krn lupa tulis di catatan
puas dgn produknya aman tidak ada kendala, pengiriman sampai sebelum estimasi, seller fast respon dan cs nya ramah² tiap kali di chat
trimakasih seller👍👍
trimakasih tokped👍👍",5
"semua berfungsi dengan baik, sinyal dan lain halnya. CS nya responsif dan gercep. untuk pengirimannya juga cepat dan packingnya super aman di balut dengan bubble wrap tebellll. imei aman dan resmi indo, warna ijo nya KEREN BEUTT!!",5
"knapa cepet panas ya, kalo dibanding samsung A31",5
"mantapp dapet harga murah disini cuman 7jtan aja, produk bagus ori masih tersegel dan bergaransi, cuman cukup disayangkan packingnya terkesan seadanya aja seharusnya bisa lebih baik lagi untuk packagingnya yaa, yaa meski begitu produk sampai dengan aman sih",5
"Alhamdulillah datang dengan kondisi sangat baik, admin sangat membantu, packingan baik, hp nya semoga berguna dengan baik",5
"Ori 100% mantap deh pokoknya🫶
Next harus beli lagi",5
"Ip13 128gb midnight yg paling ditunggu di promo 1212, barang bagus, segel, garansi resmi",5
"Barang masih segel dan bergaransi resmi
Recomended",5
"barang ori, garansi GDN oke gpplah walaupun udah minta PA/A",5
"Barang sampai dengan Aman, Packing sangat rapat. Pengiriman cepat. Handphone nya Original & ada kartu garansinya 👌 sudah dinyalakan dan berfungsi dengan baik",5
"pengriman cepat ID Express jakarta-jatim 2,5 hari, after sales ok cepat cuman terlalu banyak bot chat kata-kata terlalu baku, packing kurang safety kurang kuat hanya di balut bubble wrap saja tidak ada KARDUS BEKAS untuk tambahan POINT MINUS ➖ (AGAK PELIT KARDUS), sempet kecewa tapi tidak jadi soalnya tempered glassnya di taruh di belakang case supaya tidak pecah, karena biasa saya tau TG rawan pecah kalau ketekan. dapat iphone 13 series green ram/internal 4/128gb dengan kode region ID/A IMEI sinyal aman, oh ini made in china di buatnya di china kata after salesnya, dan menggunakan layar LCD Samsung/LG bukan BOE (beijing oreintasi electronic) hmm sekarang apa-apa china

allhamdulilah punya iphone semoga bisa menjadi berkah dan untuk ladang usaha aamiin ✌🏻",5
"CS fast respon dan ramah 
packingnya oke, berlapis lapis buble. 
sempat berkendala d pengiriman karena bang kurir bawa balik krn d tempat yg menerima gk ada. babang kurirnya baik, amanah. 

semoga Hp awet ya. sejauh ini tdk ada kendala khusus. terima kasih",5
"barang masih di segel, sampai tepat waktu dan tidak lama. untuk berfungsi dengan baiknya blm tau, karena baru unboxing",5
"MANTAP GANNN 
1000% ORIGINAL BRAND SELLER SUPER RAMMAH POLL PENGIRIMAN SBY CUMA 3HARI WES AMAN BUBBLE TEBEL GARANSI RESMI BISMILLAH BELI LAGI ENTAH KAPAN 😁😁",5
"barang masih segel, sejauh ini aman tapi belum di buka, semoga awet",5
"Original Ibox garansi resmi,  sudah di validasi dan verifikasi unit via 3utools semua normal dan hijau 100%, makasi kak sukses selalu usaha nya...",5
"Alhamdulillah pertama x beli HP online dan lgsg HP mahal pulak🙈 pengiriman lama banget pake kurir rekomendasi, dr tgl 29 September baru sampe hari ini tgl 7 Oktober😭 gmn gak deg²an😭 seller ramah fast respon cm proses pengirimannya aja lama, tp puasss banget karna barang original dan sesuai, udh gt free case + temperglass, cuma saran aja sih packingnya supaya lebih aman lagi yaa dikasih kardus atau kayu setelah buble warp . thx you ❣️",5
"Pesanan sesuai, admin fast respond, barang sampe dengan selamat, fitur aman, request kode unit PA/A juga diturutin. Makasih min",5
"Joss barang original,sangat sesuai dengan kriteria handphone",5
"Barang bagus, sesuai pesanan, pengiriman cepat, oke semua",5
"Sunggu luar biasa sekali.. admin dan pengirimannya sesuai waktunya.. packing nya aman banget.. 

Terimakasih..
Semoga langganan beli disini.. 

Makasih banyak..",5
"Finally punya juga, Minta garansi gdn eh dikasi nya ibox, not bad lah, pengiriman cepet",5
Mantab. Terimakasih banyak. Sesuai deskripsi. Pengiriman cepat. Fast response.,5
"proses cepat, packing aman, barang ok.
ga mengecekan dan sangat rekomen.
terima kasih ...",5
"Barangnya ori, sesuai permintaan, minta PA/A dikirim yg sesuai, semoga awet",5
"Barang original, sesuai deskripsi..
Bagusssss…",5
"Rekomendasi Banget! TOP BGT👍👍
adminn fast respon & pengiriman Kilat Banget(est 3-5 hari, pesan Hari besok nya udj datang), edukatif & sabar banget ke cust kayak aku baru perdana beralih ke iphone, jujur no tipu"".. Alhamdulillah di kasih kode SA/A",5
Kuliats mantap semuanya baru tidak ada lecet bahkan di boxnya warna sesuai yg dipesan,5
"makasih, pesanan iphone 13 saya sudah diterima dg baik, yg dibeliin suka, karena original..mau beli lagi yg biru, sudah order, tp infonya habis, akhirnya dicancel..tp sampai sekarang linknya masih aktif..gtw kenapa ya..",5
"seneng bgttt unitnya bagus bgt dan emg ori, greenpeelll, top markotop deh pokoknyaaa",5
Barang msh segel utuh dengan warna dan spesifikasi sesuai order. harga termurah pokok nya mantap drpd beli ex inter,5
"barang sudah sampai Peking rapi, barang original. semoga awat.",5
"seller gercep kurir juga. mantap pkoknya dpt diskon dri toped juga. sialnya baru beli besoknya mlh turun hrga, tp gpp lah bedanya gajauh",5
"barang udah sampai sesuai dgn pesanan. mantap, mulus, tjakeeeeppp, ori pula! makasih kaka2 adminn 🫶🏻",5
