review,clean_text,rating,sentiment
Barang original sesuai iklan dan pesanan. Pengiriman lancar tanpa kendala.,barang original sesuai iklan pesan kirim lancar kendala,4,positive
mendarat dengan selamat meskipun pengiriman lama hampir seminggu... barang segel garansi iBox,darat selamat kirim minggu barang segel garansi ibox,4,positive
"Barang sampai dengan aman, masih segel. sejauh ini tidak ada masalah semoga awet terus aamiin",barang aman segel moga awet aamiin,4,positive
entah apa itu dilingkaran kamera mngkin krn barang lama .. maaf kasih bintang 4 selebihnya sih ok blm cek detail,lingkar kamera mngkin krn barang maaf kasih bintang lebih sih blm cek detail,4,positive
"Spill barang2 gemesh, follow tiktok @deaputriskandar😛",spill barang gemesh follow tiktok deaputriskandar,4,positive
"Barang masih di greenpeel, keren bgt, pake instant dan cepet sampenya, thank you seller",barang greenpeel keren bgt pake instant cepet sampenya thank you seller,4,positive
"bintang 4 dulu, makasih udh dikasih yg versi GDN semoga GK ada green screen ya layarnya. cakep bgt sih buat kado cewek gw😭🫶. meskipun gw sendiri msh tim Samsung",bintang makasih udh kasih versi gdn moga green screen layar cakep bgt sih kado cewek msh tim samsung,4,positive
"mantapppppppp.. oke, packing nya kurang rapi, dan tdk di bungkus kardus",mantapppppppp oke packing nya rapi tdk bungkus kardus,4,positive
"garansi resmi dapat yang SA/A. pesan instan kurir jam 15.45, baru terkirim keesokan harinya jam 12.30.",garansi resmi saa pesan instan kurir jam kirim esok hari jam,4,positive
"Pesen siang tapi baru dikirim besoknya, pake kurir rekomendasi jadi tambah lama. Untungnya ada free tempered glass sama case jadi ga terlalu mengecewakan. Barangnya sendiri memuaskan, belum aktif, coverage full setahun ke depan. Bakal reorder lagi next time.",sen siang kirim besok pake kurir rekomendasi untung free tempered glass case kecewa barang muas aktif coverage full tahun reorder next time,4,positive
Barang yg dikirim kode SA/A. Hpnya pas dipake suka panas kenapa ya? Apa emang gini awal2,barang kirim kode saa hpnya pas dipake suka panas emang gin,4,positive
"barang sesuai deskripsi cuma kendala di pemgiriman , pake kurir rekomendasi sampai sampai 10 hari  (harusnya bisa 3hari) karena barang sempat jalan2 ke kota lain
admin cukup membatu dengan reaposip
semoga bisa diperbaiki untuk model pick up barangnya dari kurir , karena barang saya dipickup hari ke 2, terimakasih",barang sesuai deskripsi kendala pemgiriman pake kurir rekomendasi barang jalan kota admin batu reaposip moga baik model pick barang kurir barang dipickup terimakasih,4,positive
"diperbaiki lagi utk bagian pengiriman, saya pesan pake gojek instan estimasi sampa jam 3 sore tapi jam 4 baru dikirim. but overall oke",baik utk kirim pesan pake gojek instan estimasi sampa jam sore jam kirim but overall oke,4,positive
"Saya beli dengan kurir instant,  tp ternyata harus nunggu barang restok jd baru bisa dikirim lusa. Di catalog free tg dan case, pas saya chat juga bilang akan dapet tp pas udah beli ternyata ga dikasih tbtb blg habis. 

Tp trusted barang sesuai dan garansi resmi. Admin jg fast respon. Ya kalau urgent butuh hp lebih baik tanya dulu barang nya ada apa gak",beli kurir instant nunggu barang restok kirim lusa catalog free case pas chat bilang dapet pas udah beli kasih tbtb blg habis trusted barang sesuai garansi resmi admin fast respon urgent butuh barang nya gak,4,positive
"barang oke, pengemasan rapih, tapi sayang pilih pengiriman sameday tapi datangnya 2 hari kemudian",barang oke emas rapih sayang pilih kirim sameday datang,4,positive
"Sejauh ini oke, tapi admin bilang bisa request kode. Request yang PA/A atau FE/A, dikasihnya ID/A. Tulis di chat katanya kalo pada kosong, dikirim mana yang ada. Lhaa buat apa dibilang bisa request? Kocak
Selain itu semuanya aman, warna ijo nya chakep",oke admin bilang request kode request paa fea kasih ida tulis chat kalo kosong kirim lhaa bilang request kocak aman warna ijo nya chakep,4,positive
"kata adminnya kode PA ready, tp yg dikirim kode SA.
agak kecewa dikit soalnya udah terlanjur chat admin sebelum order di bilang ready tp ternyata beda -_-
tp yasudah gapapa.
untuk pengiriman dan respon adminnya emang bagus.",adminnya kode ready kirim kode kecewa dikit udah lanjur chat admin order bilang ready beda yasudah gapapa kirim respon adminnya emang bagus,4,positive
"produk ok dan ori, sempat lama di pengiriman ke Depok sampai 5 hari baru sampai 🙏 sptnya kendala di pengiriman",produk ori kirim depok sptnya kendala kirim,4,positive
"pengiriman cepat , garansi sesuai yg di request , semoga hp ny awet",kirim cepat garansi sesuai request moga awet,4,positive
"kecewa saja kode unit ga sesuai permintaan. mintanya PA/A, yg datang SA/A. 😞",kecewa kode unit sesuai minta minta paa saa,4,positive
Req PA/A karena urgensi malah dikasih SA/A hmm,req paa urgensi kasih saa hmm,4,positive
"barang ok makasih yah ismile, sedih gadapet banus.tg sama case",barang makasih yah ismile sedih gadapet banustg case,4,positive
"kendala di kurir ID Express aja lambat , gk recommended pake jasanya.",kendala kurir express aja lambat recommended pake jasa,4,positive
"Packing cuma bublle warp aja?, tp ya sudahlah.. Untung saya ansuransikan pengiriman. Terima kasih",packing bublle warp aja untung ansuransikan kirim terima kasih,4,positive
"bagus, sesuai lah dan berfungsi dgn baik",bagus sesuai fungsi dgn,4,positive
"hadeuhh, hati hati aja",hadeuhh hati hati aja,4,positive
MasyaAllah tabarakallah semoga awet ❤️,masyaallah tabarakallah moga awet,4,positive
udah req PA/A si tapi ya gitu la,udah req paa gitu,4,positive
good but ekspedisinya lumayan lama,good but ekspedisi lumayan,4,positive
Cuman kurang bonusnya aja 😁,cuman bonus aja,4,positive
Minta Tam dikirim GdN itu aja sih overal yg lain aman,tam kirim gdn aja sih overal aman,4,positive
Good qualityy,good qualityy,4,positive
Oke tp blm dipakai akan direview balik,oke blm pakai direview,4,positive
sesuai,sesuai,4,positive
dikasih yg id/a bkn pa/a,kasih ida bkn paa,4,positive
mantaappp...kurir nya aja yg lelet. barang josss,mantaapppkurir nya aja lelet barang josss,4,positive
Packing kurang aman,packing aman,4,positive
plastik luarnya gak ada,plastik luar gak,4,positive
mau yg ibox dptny gdn huhu,ibox dptny gdn huhu,4,positive
Mantapp,mantapp,4,positive
minta black dikirim blue,black kirim blue,4,positive
pesan ibox dikirimnya gdn...,pesan ibox kirim gdn,4,positive
cukup bintang yg bicara,bintang bicara,4,positive
"Barang original, pengiriman cepat, harga bersahabat, dapat bonus case bening dan tempered glass, chat penjual fast respon",barang original kirim cepat harga sahabat bonus case bening tempered glass chat jual fast respon,5,positive
"pengemasan sangat rapi,produk ori garansi resmi,pengiriman cepat ,seller respon baik.",emas rapiproduk ori garansi resmipengiriman cepat seller respon,5,positive
"Barang masih segel dan bergaransi resmi
Penjual ramah dan responsif",barang segel garansi resmi jual ramah responsif,5,positive
"pengiriman reguler seperti prediksi dan cepat
packing aman
kondisi setelah buka aman, warna sesuai
ada bonus chasing dan screen protector
kondisi on sinyal ada
terima kasih",kirim reguler prediksi cepat packing aman kondisi buka aman warna sesuai bonus chasing screen protector kondisi sinyal terima kasih,5,positive
Pengiriman cepat dan aman. Barang dikemas dengan baik dan tebal. Barang bisa berfungsi dengan baik. Admin juga cepat menjawab pertanyaan-pertanyaan di chat. Terima kasih.,kirim cepat aman barang kemas tebal barang fungsi admin cepat pertanyaanpertanyaan chat terima kasih,5,positive
"Resmi, Segel , Seller ramah, Garansi,Sameday sehari sampe",resmi segel seller ramah garansisameday hari sampe,5,positive
Paket aman sampai tujuan. Barang bagus original dan penjualnya fast respon 👍. recommended seller,paket aman tuju barang bagus original jual fast respon recommended seller,5,positive
"Barang original, bergaransi resmi, IMEI aman, dapat free asuransi fisik produk 1 tahun. Sudah dicoba dan semua fitur berfungsi dengan baik. Proses pengiriman agak lama (di seller), padahal yang saya pilih adalah next day.",barang original garansi resmi imei aman free asuransi fisik produk coba fitur fungsi proses kirim seller pilih next day,5,positive
"sempet ragu awalnya beli disini, tapi ternyata memuaskan banget, pengiriman juga cepet bgt, produk original, garansi resmi, pengiriman juga cepet!",sempet ragu beli muas banget kirim cepet bgt produk original garansi resmi kirim cepet,5,positive
"Sampai dg selamat sesuai estimasi waktu dan utuh,bubble wraps tebel bgt,barang sesuai pesanan (thanks admin). Barang original(greenpeel,imei terdaftar,garansi aple 1 th).",selamat sesuai estimasi utuhbubble wraps tebel bgtbarang sesuai pesan thanks admin barang originalgreenpeelimei terdaftargaransi aple,5,positive
"Respon dan pengiriman super cepat,
penjualnya ramah, komunikatif.
barang sdh di terima dengan baik dan normal.
terimakasih seller 
terimakasih Tokopedia 
sukses selalu",respon kirim super cepat jual ramah komunikatif barang sdh terima normal terimakasih seller terimakasih tokopedia sukses,5,positive
Barangnya masih di segel. barang ori cepat nyampe ke NTT hanya 7 hari garansi resmi kode PA/A mantap tokonya.,barang segel barang ori cepat nyampe ntt garansi resmi kode paa mantap toko,5,positive
Barang masih disegel waktu sampai & ada garansi resminya Berfungsi dengan baik! Kualitas barang original pasti top.,barang segel garansi resmi fungsi kualitas barang original top,5,positive
"Respon penjual baik dan peduli
Kualitas HP ori Apple iPhone
Pengiriman cepat
Dapat kartu garansi iBox
Rekomen toko",respon jual peduli kualitas ori apple iphone kirim cepat kartu garansi ibox rekomen toko,5,positive
